isbn,title,author,publisher,published_year,genre,description,cover_image_url,lang
9.79E+12,Kota Romantika,Ilham Mazalan,Baca,2026,Romance,"Di Kota Romantika yang penuh dengan keindahan, seluruh penduduk hanya mengenal perasaan riang dan gembira. Setelah kedua orangtuanya menjadi bintang, Nur Balqis merasa ada sesuatu yang hilang dalam dirinya, tetapi tidak mampu mengenali perasaan itu. Pertemuannya dengan Zahir, lelaki misterius bermata hijau yang datang dan pergi tanpa jejak, membuka pintu menuju sisi lain kota yang tak pernah dia kenal. Mural Peristiwa, Ruang Indrawi, Telaga Istirahat membawanya pada sebuah pilihan yang akan mengubah hidupnya selamanya. Di kota yang hanya menuntut senyum dan menyajikan kebahagiaan semu, tiap perasaan memiliki risiko, dan tiap kebenaran menuntut keberanian. Balqis harus memutuskan, terus hidup dalam rasa aman atau menghadapi seluruh emosi yang membuatnya benar-benar menjadi manusia.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/akz-95morr.jpg,id
9.79E+12,Cita Rasa untuk Jiwa yang Mati Rasa,Aya Widjaja,Penerbit Buku Kompas,2026,Romance,"Asa, seorang fotografer, percaya bahwa tidak hanya peristiwa, setiap momen, perasaan, dan cita rasa bisa diabadikan-kecuali rasa sakit. Itu sebabnya ketika Jaffa, kekasihnya yang seorang food researcher menghilang tanpa jejak, Asa kehilangan lebih dari sekadar cinta. Ia juga kehilangan selera, bukan hanya pada makanan, melainkan juga pada hidup. Di tengah kehampaan yang membahana, Reiner mengingatkan keberadaannya sebagai lebih dari sekadar “sahabat Jaffa”. Sosoknya yang tak kenal lelah menyeret Asa ke dalam petualangan rasa yang baru. Dari sepiring asinan di sudut kota hingga bertualang menjajal berbagai makanan khas Nusantara langsung di tempat asalnya, Reiner menantang Asa untuk berdamai dengan kenangan dan mungkin, mungkin menemukan makna lain dalam kehilangan. Namun, apakah rasa saja bisa menyembuhkan luka? Atau justru membuka rahasia yang seharusnya dibiarkan terkubur?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/arzvrniat-.jpg,id
9.79E+12,"Setiap Hari, Hari Ini",Valerie Patkar,Bhuana Ilmu Populer,2026,Romance,"Di sebuah pertemuan yang tak terduga, Adrian Hardikara kembali bertemu dengan Inira Dilona, aktris film ternama Indonesia yang menjadi brand ambassador bir buatannya. Tanpa sepengetahuannya, Inira datang dengan tujuan untuk memenangkan hatinya lagi—hati yang sudah dihancurkan Inira berkeping-keping delapan tahun lalu, sebab hidupnya tak lama lagi.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/p0cip0i0ii.jpeg,id
9.79E+12,Mawar Hitam,12kentang,Skuad,2026,Romance,"Alicia Valeria Moore tidak pernah bercita-cita menjadi pengantin, apalagi menggantikan sepupunya yang menghilang. Namun, dorongan neneknya membuat Valeria terjebak dalam pernikahan yang terjadi atas dendam keluarga bersama Alastair Ace van Eeden, si pewaris utama keluarga Van Eeden. Sejak langkah pertamanya di rumah itu, Valeria disambut dengan kebencian. Tetapi alih-alih tunduk, ia memilih melawan dengan cara yang elegan, membuat keluarga Van Eeden semakin geram tanpa alasan yang ia pahami. Ace pun awalnya memandang Valeria sebagai kambing hitam sempurna untuk membalas dendam atas hilangnya calon pengantin sebenarnya. Namun perlahan, ia mulai melihat bahwa Valeria tak bersalah, bahwa obsesi keluarganya untuk menghancurkan keluarga Moore telah membutakannya. Hingga tanpa sadar muncul rasa cinta di tengah luka dan rahasia keluarga. Bisakah cinta lahir dari permusuhan? Atau justru salah satu dari mereka akan tenggelam dalam penderitaan yang tak berujung?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/9h3a9-mxtr.jpg,id
9.79E+12,Sejauh Meja Memandang,Carmantyo,Elex Media Komputindo,2026,Romance,"Ada ungkapan “sejauh mata memandang, maka hanya sejauh itulah mata melihat kenyataan”. Jika kebanyakan hidup kita dihabiskan di meja, lalu apakah semua yang di sekitar meja kelamaan menjadi kenyataan kita? Agam dan Carina, rekan kerja di sebuah bank era Orde Baru, menemukan cinta di dunia barunya yang membosankan. Keduanya menantang pahit manis asmara di tempat kerja. Kebijakan perusahaan memaksa salah satu dari mereka untuk mengundurkan diri. Ketegangan meningkat ketika tragedi ekonomi menuntut keputusan yang memilukan. Jarak tercipta antara Jakarta dan New York. Hingga akhirnya ungkapan perasaan Agam dinyatakan melalui secarik surat yang paling romantis sedunia.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/e4zgeh3j1c.png,id
9.79E+12,Negeri Tempat yang Telah Hilang,John Connolly,Gramedia Pustaka Utama,2026,Fiction; Fantasy,"Phoebe, gadis kecil berusia delapan tahun, terbaring koma setelah mengalami kecelakaan. Dia bagaikan tubuh tanpa roh, seorang anak yang “dicuri”. Ceres, ibunya, hanya bisa duduk mendampingi Phoebe di rumah sakit dan membacakan dongeng-dongeng yang disukainya, dengan harapan dongeng-dongeng itu dapat memanggilnya kembali ke dunia ini. Namun sangat sulit untuk mempertahankan keyakinan itu. Sementara itu, sebuah rumah tua di area rumah sakit seakan memanggil-manggil Ceres. Rumah itu milik David, penulis The Book of Lost Things---Kitab Tentang yang Telah Hilang. Ada sesuatu yang ingin Ceres masuk ke dalamnya dan memulai perjalanan---ke dunia yang dihiasi kenangan masa kecil Ceres dan cerita-cerita rakyat yang disukai ayahnya, dunia yang dihuni penyihir dan dryad, raksasa dan fae; dunia tempat musuh-musuh lama mengawasi, dan menunggu.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/netp89sle-.jpg,id
9.79E+12,Kastel Terpencil di Dalam Cermin,Mizuki Tsujimura,Penerbit Mcm & Mkids,2026,Fiction; Fantasy,"Aku ingin menolongmu. Kokoro merasa terusir dari kelasnya sendiri hingga ia mengurung diri di rumah dan menolak pergi ke sekolah. Pada suatu hari, cermin di dalam kamarnya mengeluarkan cahaya terang. Dan di dalam cermin tersebut ada bangunan misterius yang mirip sebuah kastel. Ada tujuh orang yang juga “diundang” ke sana—mereka yang menolak pergi ke sekolah seperti Kokoro. Untuk apa mereka bertujuh dikumpulkan di kastel? Siapakah sebenarnya sosok gadis bertopeng serigala yang mengundang mereka?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/2ks6il4lil.jpeg,id
9.79E+12,Punah: Pencarian Vesivatoa,Taveeya Abdullah,Penerbit Mcm & Mkids,2025,Fiction; Fantasy,"Sebuah telepon misterius membuat Ghazi, Adora, Alana, Kalma, dan Nabiella memutuskan untuk memakai portal teleportasi ke masa depan. Benar yang dibilang buku-buku cerita fiksi, masa depan manusia betul-betul serba canggih. Namun, para pemimpin dunia di masa depan mengatakan, manusia akan segera punah. Parahnya lagi, lima anak yang hobinya main, jalan-jalan, dan makan itu, ternyata sudah ditunggu-tunggu. Katanya, merekalah yang bisa menemukan Vesivatoa dan menyelamatkan umat manusia! Kok, berat amat! Kenapa manusia bisa punah? Apa geng mereka akan bisa jadi penyelamat? ""Sempat curiga ini karya penulis besar seperti Tere Liye atau Andrea Hirata yang sedang menyamar. Kehebohan terjadi, kasak-kusuk para admin Paberland mencari siapa gerangan penulisnya karena memang sebagus itu. Percayalah, kalian beruntung! Di tangan kalian sekarang ada sebuah karya besar. Selamat menikmati!"" (Tethy Ezokanzo - Penulis Ratusan Buku Anak) ""Isu lingkungan dalam novel ini diceritakan dengan sangat menarik. Membuat pembaca tak berkutik.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/6neac2p969.jpeg,id
9.79E+12,Pangeran Cilik,Antoine de Saint-Exupery,,2025,Fiction; Fantasy,"Ketika terdampar di Gurun Sahara karena pesawatnya rusak, seorang pilot bertemu dengan seorang anak berambut keemasan yang tersenyum manis. Anak itu meminta digambarkan seekor domba. Apa yang bisa dilakukan sang pilot dalam situasi ajaib ini? Ia pun menggambar domba! Dan dimulailah kisah menakjubkan tentang anak laki-laki dari Asteroid B-612 yang mengarungi jagat raya demi memahami dunia. Pangeran Cilik termasuk buku yang paling banyak diterjemahkan di dunia. Konon, hingga tahun 2024, kisah ini sudah disadur ke dalam 600 bahasa dan dialek. Buku ini memang luar biasa—tampak seperti cerita anak-anak, tapi sebenarnya dinikmati dan direnungkan oleh orang dewasa. Lewat cerita seorang anak yang mengamati dunia dengan mata naif dan lugu, Saint-Exupéry menyentuh beberapa nilai dan pengalaman manusia yang paling dasar, seperti kekuasaan, tanggung jawab, dan cinta. Dongeng yang mengharukan sekaligus amat mendalam ini termasuk karya-karya agung sastra dunia yang tidak terlupakan.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/2-niicehle.jpg,id
9.79E+12,Orang-Orang Hilang di Kyushu,Han Go-un,Bhuana Ilmu Populer,2026,Mystery; Fiction,"Seorang jurnalis terkenal, seorang wanita penghibur, seorang dealer mobil bekas, seorang dosen bahasa Jepang, dan seorang calon pewaris perusahaan menerima surat aneh yang beramplopmerah muda. Lalu, mereka berlima lenyap tanpa jejakdi Kyushu. Saat keluarga dan kerabat terdekat mencari kelima orang itu, mereka mendapati fakta bahwa orang-orang yang hilang itu mendapatkan surat dari seseorang yang telah mati 16 tahun lalu.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/hky1lag6h0.jpeg,id
9.79E+12,Membunuh Alice,Yasumi Kobayashi,Gramedia Pustaka Utama,2026,Mystery; Fiction,"Gambar yang dibuat seorang wanita hamil di internet... Gambar yang dibuat seorang anak kecil sebagai hadiah Hari Ibu... Gambar yang dibuat seorang korban pembunuhan di saat-saat terakhirnya... Jika dilihat sekilas, gambar-gambar ini terkesan biasa saja. Namun, jika dicermati lebih dalam, di sana-sini terdapat keganjilan... keganjilan yang akhirnya mendorong seorang detektif amatir menyusuri labirin penuh teka-teki yang mengarah pada sebuah kenyataan mengerikan. Novel kedua dari YouTuber populer, Uketsu—sosok misterius bertopeng yang merupakan salah satu penulis kontemporer paling populer di Jepang.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/c274i4487u.jpg,id
9.79E+12,Teka-Teki Gambar Aneh,Uketsu,Gramedia Pustaka Utama,2026,Mystery; Fiction,"Akhir-akhir ini, Kurisugawa Ari sering dihantui mimpi tentang Alice di Negeri Ajaib. Ketika ia bermimpi tentang Humpty Dumpty yang tercerai-berai di tanah setelah terjatuh dari tembok, seorang peneliti yang dijuluki si Telur di kampusnya jatuh dari atap gedung dan tewas seketika. Ketika ia bermimpi tentang Gryphon yang mati tersedak tiram mentah, seorang dosen di kampusnya juga tewas saat makan tiram. Sepertinya kematian seorang tokoh di dunia mimpi menandakan seseorang juga pasti akan menemui ajal di dunia nyata. Situasi semakin kacau ketika Tukang Topi Gila dan Kelinci Maret di Negeri Ajaib menuduh Alice sebagai pembunuh. Jika Alice dihukum mati di Negeri Ajaib, apa yang akan terjadi di dunia nyata? Sadar bahwa Imori, teman sekampusnya, juga dihantui mimpi yang sama, Ari mulai menyelidiki misteri ini bersama Imori... sebelum nyawanya sendiri melayang.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/11zb4i2-ea.png,id
9.79E+12,Kasus-Kasus 7 Sayap Pendosa,Jienara,Akad,2025,Mystery; Fiction,"Dalam sebuah perjalanan, para anggota 7 Sayap Pendosa yang dibentuk oleh sekumpulan anak SMA penyuka misteri, Ilham, Harsa, Zidan, dan empat temannya, sepakat untuk menceritakan kisah-kisah misterius yang pernah mereka alami. Serangkaian kisah yang menegangkan ini butuh bantuan kalian untuk membantu memecahkan masalah yang mereka hadapi. Mulai dari kasus tentang penggemar rahasia yang membuat hari-hari tak tenang dari salah satu anggota 7 Sayap. Kemudian, misteri kos-kosan misterius, hingga ditemukannya atlet yang tak sadarkan diri dengan luka lebam di sekujur tubuhnya. Tidak hanya itu, ada lima kasus lainnya yang akan menantang kalian untuk memecahkan semua kasus tersebut. Siapa yang cepat memecahkan kasus, maka dia akan selamat!!!",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/spc2d3a741.jpg,id
9.79E+12,Respati dan Tujuh Warna Kematian,RAGIEL JP,m&c!,2025,Mystery; Fiction,"Setelah kasus mayat terbalik, kali ini aku harus menghadapi kasus Pelangi Kedelapan. Mimpi-mimpi yang menghantuiku kini tentang mereka yang mati dalam keadaan tubuh dilumuri cat berwarna pelangi. Selain itu, di sisi mayat selalu terdapat bunga berwarna sama dengan cat di tubuh mereka. Aku mulai berpikir, apakah kasus Pelangi Kedelapan ini ada hubungannya dengan kasus mayat terbalik? Aku sekarang bahkan dimintai tolong untuk memodifikasi mimpi seorang tunanetra, dunia mimpi yang tidak pernah terbayangkan olehku. Makin aku mempelajari dunia mimpi, makin banyak rahasia yang kutemukan. Hal itu membuatku menduga-duga, apakah masih ada Raunt lain di luar sana?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/p-etan5an3.jpg,id
9.79E+12,Yang Tersisa dari Kematian,Chen Xue,Elex Media Komputindo,2025,Mystery; Fiction,"Li Haiyan menyimpan rahasia kelam, yaitu masa lalunya sebagai anak dari tersangka pembunuhan. Bertahun-tahun kemudian, satu telepon misterius membawanya kembali ke kampung halaman, ke hutan persik yang menyimpan lebih banyak luka daripada yang bisa dia bayangkan. Dalam pencarian kebenaran bersama seorang detektif yang juga dihantui masa lalu, mereka menggali kembali tragedi, cinta, dan rasa bersalah yang tidak pernah benar-benar mati. Yang Tersisa dari Kematian adalah novel kriminal psikologi. Kisahnya menyelami trauma keluarga, identitas yang terbelah, dan bagaimana rasa bersalah bisa hidup lebih lama dibanding siapa pun yang ditinggalkannya. Chen Xue adalah salah satu novelis kontemporer terkemuka dari Taiwan yang lahir pada tahun 1970. Dia memulai debut sastranya pada tahun 1995 melalui karya The Book of Bad Women. Beberapa karya terkenalnya antara lain: The Possessed (2009), Lovers in the Maze (2012), The Town of the Lost Ones (2019), Dear Accomplice (2021), dan Skyscraper (2023). Yang Tersisa dari Kematian merupakan novel pertamanya yang diterbitkan dalam bahasa Indonesia.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/zet0g45a54.jpg,id
9.79E+12,Sesat,Naomi Midori,Haru,2026,Fiction; Thriller,"Selamat datang di Pulau X. Pulau tempat mukjizat terjadi setiap hari. Tanah tandus bisa berbuah. Penyakit bisa sembuh. Dan, semua orang percaya pada satu hal: Pamasa adalah wakil Sang Agung di dunia. Ale tumbuh memuja Pamasa sama seperti semua orang di Pulau X. Meski ada banyak hal yang tidak pernah dibicarakan. Penyucian yang selalu berakhir dengan tubuh tak bernyawa. Anak-anak yang dipilih mengabdi, lalu menghilang tanpa pernah kembali. Rahasia-rahasia yang terasa suram dan gelap di balik sucinya dinding balai. Ketika mulai mempertanyakan semuanya, keyakinan Ale tak bisa lagi sama. Di Pulau X, iman bukan sesuatu yang dimiliki; iman adalah sesuatu yang diawasi.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/s45ze768ca.jpeg,id
9.79E+12,Rumah Lebah,Ruwi Meita,Bhuana Ilmu Populer,2026,Fiction; Thriller,"Mala, gadis kecil berusia enam tahun yang terobsesi dengan ensiklopedia. Dia hanya membaca buku ensiklopedia dan selalu mengurutkan buku satu sampai buku terakhir dari sisi kiri ke sisi kanan. Dia juga tertarik dengan beruang. Di rumah, Mala hanya tinggal bersama orangtuanya, tetapi dia selalu membicarakan enam orang asing yang hidup bersama di dalam rumahnya. Dia selalu takut pada Satira, bersahabat dekat dengan Wilis, berbicara dengan Tante Ana yang suka berdandan, belajar bahasa Spanyol dengan Abuela, dan si Kembar yang hanya bisa mendengar, melihat dan mencatat. Siapakah sebenarnya enam orang asing yang selalu dibicarakan Mala? Rahasia apakah yang dimiliki oleh enam orang asing tersebut?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/u8m04eza07.jpeg,id
9.79E+12,Kamar 807 Universe,Riska,Tekad,2026,Fiction; Thriller,"Valeny Windyelzy selalu mendapat siksaan yang tiada henti dari ayah dan kedua kakaknya. Ayin Caroline Abimanyu dibuang oleh keluarganya karena menderita leukeumia. Sabila Harumi Araya pernah dilecehkan oleh ayahnya sendiri. Janne Leonardo Putri terpaksa keluar dari sekolah karena menusuk kepala sekolahnya sendiri. Keempat remaja putri tersebut dianggap sebagai pembawa sial oleh keluarga masing-masing, dan akhirnya ""dititipkan"" ke Asrama Cemara Putih, sebuah asrama eksklusif yang mengusung konsep ""ketenangan jiwa dan pengembangan diri"". Di sana, mereka berempat ditempatkan di kamar 807. Semula, kehidupan Windy, Ayin, Sabila, dan Janne di kamar 807 begitu tenang dan menyenangkan. Namun, sejak Kepala Asrama mengusik mereka, kehidupan mereka tak lagi sama... Berhasilkah mereka berjuang bersama menggapai terang? Atau mereka akan terperangkap pada kegelapan selamanya?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/nc0sn2se60.jpg,id
9.79E+12,Sang Eksekutor,Tere Liye,Penerbit Sabak Grip,2026,Fiction; Thriller,"Di sebuah negeri, penegakan hukum kacau balau. Pada yang kecil hukum sangat bengis, pada yang kuat hukum bisa diatur semaunya. Maka seorang eksekutor datang menghabisi petinggi negeri. Mulai dari menteri, jenderal polisi, jaksa, hakim, pengacara, dibunuh satu per satu. Negeri itu menjadi chaos, rakyat terinspirasi dari pembunuhan berantai itu, demonstrasi besar meletus di mana-mana. Siapa Sang Eksekutor ini? Apa masalahnya dengan masa lalu? Dan, apakah nasib Presiden berakhir sama di tangan Sang Eksekutor?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/ss4sr1xgs-.jpg,id
9.79E+12,Gadis yang Tersingkir,Hayley Krischer,Gramedia Pustaka Utama,2025,Fiction; Thriller,"Shade dan Jadis berbagi segalanya, mulai dari pakaian sampai sikat gigi. Mereka bahkan punya tato yang serasi. Jadis mengira mereka tidak akan berubah, tetapi kemudian Shade bergabung dengan tim pemandu sorak tanpa sepengetahuannya. Meski enggan mengakuinya, Shade sebenarnya suka menjadi bagian dari pemandu sorak; dia suka disiplin dan rutinitas pemandu sorak yang memaksanya melampaui batas kemampuan tubuhnya. Namun, keretakan antara dirinya dan Jadis menjadi makin dalam ketika dia masuk dalam lingkaran pertemanan tri Chloe—Chloe Orbach, Chloe Schmidt, dan Chloe Clarke—yang menguasai tim pemandu sorak. Persahabatan ketiga Chloe tampak sempurna di permukaan, tapi rasa sayang bercampur dengan kebencian di baliknya. Bergabungnya Shade ke antara trio Chloe serta kecemburuan Jadis memperumit dinamika mereka. Ketika perseteruan mereka berujung pada tewasnya salah satu Chloe, rasa bersalah dan tanggung jawab membuat Shade bertekad menemukan pelakunya.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/84fv9rhdei.jpg,id
9.79E+12,Pasarampok,Arsyanendra,Bhuana Ilmu Populer,2025,Fiction; Thriller,"Gara-gara kantornya di Jakarta digerebek polisi, Halim memutuskan kembali ke kampung halamannya, Ciguyur, dalam upaya melarikan diri. Nahas, Ciguyur justru sedang tidak baik-baik saja. Pemuda-pemudi menghilang, tak terkecuali anak tetua adat. Halim yang mencari keselamatan justru dianggap juru selamat. Sebagai satu-satunya sarjana di sana, ia menjadi harapan untuk mengakhiri teror yang mengintai Pasar Ciguyur—pasar yang dianggap sebagai biang kerok dari masa ke masa, bahkan dinobatkan sebagai “Pasar Rampok”. Lalu, apakah kini para rampok itu justru berbalik menjadi korban? Dengan statusnya sebagai buronan, Halim harus bertarung melawan stigma demi menyelamatkan diri dan keluarganya. Karena, Ciguyur kudu sing guyub. Ciguyur harus merangkul satu sama lain, saling membantu, selayaknya satu keluarga.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/p0xarkvmc7.jpg,id
9.79E+12,Margo dan Rahasia Setengah Abad,Aghnia Sofyan,m&c!,2025,Mystery; Fiction,"Margo berhasil meraih beasiswa untuk jadi siswi SMA Manggala Utama yang super ngetop! Akhirnya, Margo tinggal selangkah lagi untuk bergabung ke ekskul impiannya, Manggala Future (MF), yang selalu mencetak calon-calon pengusaha sukses. Namun, langkah Margo dijegal oleh Raja si tukang rundung. Raja menantang Margo untuk menyiapkan uang lima belas juta sebagai tanda kontribusi di ekskul MF yang elite! Di saat itulah, Margo mendapat petunjuk tentang harta karun yang terkubur di balik tembok sekolah.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/29n8iahrin.jpg,id
9.79E+12,Piranesi,Susanna Clarke,Noura Books,2025,Fiction; Fantasy,"Sejak Dunia berawal, dipastikan ada 15 orang yang eksis: ORANG PERTAMA: DIRIKU Aku yakin aku berusia antara 30–35 tahun. Tinggiku kira-kira 183 cm dan tubuhku bertipe ramping. ORANG KEDUA: YANG LAIN Aku memperkirakan umur Yang Lain sekitar 50–60 tahun. Dia seorang ilmuwan sepertiku dan satu-satunya manusia lain yang masih hidup. Piranesi. Seperti itulah dia memanggilku. Yang terasa aneh karena sejauh yang kuingat, itu bukan namaku. ORANG KETIGA SAMPAI KELIMA BELAS Kerangka-kerangka yang kutemukan di berbagai Aula dalam berbagai kondisi. ORANG KEENAM BELAS Dan, Kau. Siapa Kau? Kepada siapa aku menulis? Apakah Kau seorang penjelajah yang mencurangi Gelombang-Gelombang dan menyeberangi Lantai-Lantai Hancur dan Tangga-Tangga Telantar demi mencapai Aula-Aula ini? Atau, mungkinkah Kau seseorang yang menghuni Aula-Aulaku sendiri, lama setelah aku mati?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/i1s8z1z22n.jpg,id
9.79E+12,Cuma Ada Satu di Bumi,Kiki Mulki,GagasMedia,2026,Romance,"Kiki tidak pernah benar-benar paham cara menghadapi perasaan. Di lapangan futsal, ia tahu bagaimana menjaga pertahanan. Tapi di hadapan Tyas, gadis dengan senyum menular dan temperamen seenaknya, ia selalu kalah telak. Dari foto sederhana, obrolan BBM, sampai perjalanan kelas ke Dufan, Kiki belajar bahwa cinta pertama bukan hanya soal berani mengungkapkan, tapi juga tentang menerima kenyataan bahwa tidak semua rasa harus dimiliki untuk bisa berarti. Ia menemukan bahwa tumbuh dewasa bukan sekadar naik kelas, melainkan belajar mengikhlaskan sesuatu yang tidak selesai dengan indah. Penuh humor, kejujuran, dan nostalgia masa SMA, kisah Kiki dan Tyas akan mengingatkan kita pada masa ketika satu senyum bisa membuat dunia terasa lebih hidup dan satu perpisahan bisa mengajarkan arti mencintai tanpa harus memiliki.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/u-0393-u89.png,id
9.79E+12,"Jika Bukan Aku, Kenapa Bawa Aku Sejauh Ini?",Ade Rima Miranti,Gradien Mediatama,2025,Romance,"Darimu aku belajar bahwa ‘tidak ada kepastian adalah kepastian’. Kamu seperti laut yang indah tapi menenggelamkan. Denganmu, aku hanya berlayar ke arah tak pasti yang berujung karam. Oleh karena itu, aku lebih memilih dia dari masa laluku. Kuberi padanya kesempatan kedua, karena kali ini dia datang dalam versi terbaiknya. Dia seperti gunung yang sunyi tapi menenangkan, mengajarkanku arti berpijak. Dan pada akhirnya, masa lalu layak menjadi tujuan. Ade Rima Miranti @sadgirlsyndrom Penulis buku Kukira Kau Obat, Ternyata Patah Hati Terhebat",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/n5uskabju6.jpeg,id
9.79E+12,Cinta di Langit Qatar,Defi Taslim,Syab Publishing,2025,Romance,"Iqbal jatuh cinta pada Alena, murid baru berdarah Indo Jerman. Namun, kesenjangan mereka membuat lqbal menjauh demí keinginan orang tua Alena. Dengan emosi campur aduk, lgbal berangkat ke Qatar meneruskan pendidikan dengan beasiswa. Sementara, Alena pergi ke Pittsburgh, Amerika. Di Qatar, karena kebaikan, kesederhanaan, terutama kemampuan mengajinya, lqbal bertemu Hasan, teman yang kemudian membuka lebar pintu kesuksesan lqbal, dan Aya, perempuan cantik berdarah Turki - Inggris, yang perlahan mengetuk pintu hati lqbal. Di Amerika, Alena terus berharap hubungannya dengan Iqbal membaik dan setia kepada lqbal. Hingga kedatangan Andre dalam hidup Alena, yang mengubah keputusannya. Akhirnya, di Qatar, mereka semua bertemu. Di Qatar pula, semua tanya mendapat jawab. Di Qatar, cinta mereka bersemi merekah indah.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/--z2xqia1-.jpg,id
9.79E+12,Sejauh Rindu Mencari Pulang,Sefryana Khairil,m&c!,2025,Romance,"Fayrani menjalani hubungan serius dengan Genta, seorang pria penuh dedikasi yang menyayangi keluarganya di atas segalanya. Namun, hubungan mereka berubah drastis setelah Genta mengalami kecelakaan mobil yang merenggut nyawa kakaknya, Gamal. Genta, yang saat itu menjadi pengemudi, merasa bersalah dan menanggung beban untuk menjaga Sandra, istri Gamal, serta ketiga anak mereka. Sandra yang kehilangan suami dan harus membesarkan tiga anak sendirian bergantung sepenuhnya kepada Genta. Fayrani berusaha memahami keputusan Genta, tetapi keberadaan Sandra dalam kehidupan Genta membuatnya merasa tidak lagi memiliki tempat di hati pria itu. Haruskah dirinya menyerah dan pergi atau mempertahankan hubungan mereka yang terombang-ambing di antara cinta, pengorbanan, dan rasa bersalah?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/m1m1ueemne.jpg,id
9.79E+12,Pelabuhan Hati,Nur Hoiriah,Wahyu Qolbu,2025,Romance,"Shabira Deiren Umzey berhasil menikahi pria yang selama ini ia cintai-meski lewat perjodohan. Baginya, pernikahan itu adalah anugerah. Tapi tidak bagi Alvaro Danendra Pratama. Di malam resepsi, Shabira mendengar sendiri pengakuan yang mengguncang hatinya: ""Maaf. Aku belum mencintaimu, Shabira."" Ada nama lain yang masih mengisi hati Alvaro. Namun Shabira tak menyerah: ""No problem. Ini tantangan bagiku. Dan akan kubuat kamu mencintaiku atas rida-Nya."" Tapi di balik semua itu, ada satu hati yang harus Alvaro jaga. Hati yang juga mencintai Shabira. Mampukah Shabira menaklukkan hati suaminya? Dan sanggupkah Alvaro menjaga perasaan seseorang tanpа melukai siapa pun?",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/acze4vx2v2.jpeg,id
9.79E+12,"Kau, Aku & Sepucuk Angpau Merah",Tere Liye,Sabak Grip Nusantara,2025,Romance,"Ada tujuh miliar penduduk bumi saat ini. Jika separuh saja dari mereka pernah jatuh cinta, maka setidaknya akan ada satu miliar lebih cerita cinta. Akan ada setidaknya 5 kali dalam setiap detik, 300 kali dalam semenit, 18.000 kali dalam setiap jam, dan nyaris setengah juta sehari-semalam, seseorang entah di belahan dunia mana, berbinar, harap-harap cemas, gemetar, malu-malu menyatakan perasaanya. Apakah Kau, Aku, dan Sepucuk Angpau Merah ini sama spesialnya dengan miliaran cerita cinta lain? Sama istimewanya dengan kisah cinta kita? Ah, kita tidak memerlukan sinopsis untuk memulai membaca cerita ini. Juga tidak memerlukan komentar dari orang-orang terkenal. Cukup dari teman, kerabat, tetangga sebelah rumah. Nah, setelah tiba di halaman terakhir, sampaikan, sampaikan ke mana-mana seberapa spesial kisah cinta ini. Ceritakan kepada mereka.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/vnuarucm86.jpg,id
